#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
1593794	\N	\N	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	1,	16,	5.0
1593794	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	28,	541,	1.2E-83
1593796	IPR013094	Alpha/beta hydrolase fold-3	HMMPfam	PF07859	alpha/beta hydrolase fold	1	240,	447,	1.4E-46
1593796	IPR002168	Lipase, GDXG, active site	ProSitePatterns	PS01173	Lipolytic enzymes "G-D-X-G" family, putative histidine active site.	1	240,	256,	-
1593796	IPR002168	Lipase, GDXG, active site	ProSitePatterns	PS01174	Lipolytic enzymes "G-D-X-G" family, putative serine active site.	1	309,	321,	-
1593796	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	229,	471,	1.64E-52
1593797	IPR000994	Peptidase M24, structural domain	HMMPfam	PF00557	Metallopeptidase family M24	1	119,	416,	1.8E-43
1593797	IPR001714	Peptidase M24, methionine aminopeptidase	PRINTS	PR00599	Methionine aminopeptidase-1 signature	4	172,197,273,304,	185,213,285,316,	1.5E-13,1.5E-13,1.5E-13,1.5E-13
1593797	\N	\N	SUPERFAMILY	SSF46785	\N	1	326,	399,	2.58E-22
1593797	IPR000994	Peptidase M24, structural domain	SUPERFAMILY	SSF55920	\N	2	64,400,	326,428,	3.01E-74,3.01E-74
1593797	IPR002468	Peptidase M24A, methionine aminopeptidase, subfamily 2	TIGRFAM	TIGR00501	met_pdase_II: methionine aminopeptidase, type II	1	120,	424,	5.5E-104
1593871	IPR001810	F-box domain	HMMPfam	PF12937	F-box-like	1	31,	80,	1.4E-6
1593871	\N	\N	SUPERFAMILY	SSF52047	\N	1	195,	455,	7.85E-15
1593871	IPR001810	F-box domain	SUPERFAMILY	SSF81383	\N	1	21,	92,	1.28E-5
1593879	IPR009286	Inositol-pentakisphosphate 2-kinase	HMMPfam	PF06090	Inositol-pentakisphosphate 2-kinase	1	15,	418,	2.2E-55
1593881	IPR002893	Zinc finger, MYND-type	HMMPfam	PF01753	MYND finger	1	20,	57,	3.6E-10
1593881	IPR002893	Zinc finger, MYND-type	ProSiteProfiles	PS50865	Zinc finger MYND-type profile.	1	20,	57,	11.646
1593881	\N	\N	SUPERFAMILY	SSF144232	\N	1	15,	59,	1.34E-10
1593882	IPR002524	Cation efflux protein	HMMPfam	PF01545	Cation efflux family	1	115,	394,	2.4E-32
1593882	\N	\N	SUPERFAMILY	SSF160240	\N	1	313,	390,	7.32E-14
1593882	\N	\N	SUPERFAMILY	SSF161111	\N	1	112,	311,	3.01E-31
1593882	IPR002524	Cation efflux protein	TIGRFAM	TIGR01297	CDF: cation diffusion facilitator family transporter	1	114,	392,	4.6E-29
1593884	IPR000608	Ubiquitin-conjugating enzyme E2	HMMPfam	PF00179	Ubiquitin-conjugating enzyme	1	607,	731,	1.0E-24
1593884	IPR000608	Ubiquitin-conjugating enzyme E2	ProSiteProfiles	PS50127	Ubiquitin-conjugating enzymes family profile.	1	605,	723,	20.089
1593884	\N	\N	SMART	SM00212	Ubiquitin-conjugating enzyme E2, catalytic domain homologues	1	605,	761,	2.6E-23
1593884	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	SUPERFAMILY	SSF54495	\N	1	603,	767,	5.65E-37
1593885	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	4,	239,	1.6E-58
1593885	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	1	5,	28,	-
1593885	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	1,	239,	43.933
1593885	IPR002290	Serine/threonine/dual specificity protein kinase, catalytic  domain	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain	1	1,	239,	5.5E-79
1593885	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	1	4,	240,	1.05E-77
1593888	IPR011545	DEAD/DEAH box helicase domain	HMMPfam	PF00270	DEAD/DEAH box helicase	1	512,	659,	8.6E-6
1593888	IPR003029	Ribosomal protein S1, RNA-binding domain	HMMPfam	PF00575	S1 RNA binding domain	1	205,	264,	1.5E-7
1593888	IPR007502	Helicase-associated domain	HMMPfam	PF04408	Helicase associated domain (HA2)	1	866,	955,	2.4E-29
1593888	IPR002464	DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site	ProSitePatterns	PS00690	DEAH-box subfamily ATP-dependent helicases signature.	1	615,	624,	-
1593888	IPR003029	Ribosomal protein S1, RNA-binding domain	ProSiteProfiles	PS50126	S1 domain profile.	1	203,	274,	15.926
1593888	IPR014001	Helicase superfamily 1/2, ATP-binding domain	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1	510,	673,	19.657
1593888	IPR001650	Helicase, C-terminal	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1	678,	845,	9.633
1593888	IPR022967	RNA-binding domain, S1	SMART	SM00316	Ribosomal protein S1-like RNA-binding domain	1	201,	274,	7.2E-10
1593888	IPR014001	Helicase superfamily 1/2, ATP-binding domain	SMART	SM00487	DEAD-like helicases superfamily	1	501,	682,	6.0E-32
1593888	IPR007502	Helicase-associated domain	SMART	SM00847	Helicase associated domain (HA2)  Add an annotation	1	865,	955,	1.1E-39
1593888	IPR012340	Nucleic acid-binding, OB-fold	SUPERFAMILY	SSF50249	\N	1	204,	280,	1.72E-11
1593888	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	490,	997,	1.18E-122
1593889	IPR007502	Helicase-associated domain	HMMPfam	PF04408	Helicase associated domain (HA2)	1	663,	749,	1.2E-21
1593889	IPR011709	Domain of unknown function DUF1605	HMMPfam	PF07717	Oligonucleotide/oligosaccharide-binding (OB)-fold	1	808,	928,	1.3E-12
1593889	IPR007502	Helicase-associated domain	SMART	SM00847	Helicase associated domain (HA2)  Add an annotation	1	662,	752,	9.5E-31
1593889	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	449,	786,	3.75E-20
1593895	IPR006710	Glycoside hydrolase, family 43	HMMPfam	PF04616	Glycosyl hydrolases family 43	1	30,	307,	1.2E-45
1593895	IPR016840	Glycoside hydrolase, family 43, endo-1, 5-alpha-L-arabinosidase	PIRSF	PIRSF026534	\N	1	1,	310,	333.0
1593895	IPR023296	Glycosyl hydrolase, five-bladed beta-propellor domain	SUPERFAMILY	SSF75005	\N	1	10,	309,	6.15E-71
1593911	IPR014720	Double-stranded RNA-binding domain	HMMPfam	PF00035	Double-stranded RNA binding motif	1	290,	329,	1.0E-7
1593911	IPR000999	Ribonuclease III domain	HMMPfam	PF14622	Ribonuclease-III-like	1	69,	194,	2.5E-9
1593911	IPR014720	Double-stranded RNA-binding domain	ProSiteProfiles	PS50137	Double stranded RNA-binding domain (dsRBD) profile.	1	250,	334,	12.087
1593911	IPR000999	Ribonuclease III domain	ProSiteProfiles	PS50142	Ribonuclease III family domain profile.	1	69,	185,	12.661
1593911	IPR014720	Double-stranded RNA-binding domain	SMART	SM00358	Double-stranded RNA binding motif	1	268,	333,	6.3E-6
1593911	IPR000999	Ribonuclease III domain	SMART	SM00535	Ribonuclease III family	1	69,	206,	6.1E-9
1593911	\N	\N	SUPERFAMILY	SSF54768	\N	1	271,	332,	8.17E-13
1593911	IPR000999	Ribonuclease III domain	SUPERFAMILY	SSF69065	\N	1	67,	207,	1.31E-15
1593914	IPR010619	Domain of unknown function DUF1212	HMMPfam	PF06738	Protein of unknown function (DUF1212)	1	167,	361,	7.1E-29
1593914	IPR024528	Domain of unknown function DUF3815	HMMPfam	PF12821	Protein of unknown function (DUF3815)	1	488,	600,	6.5E-13
1593923	\N	\N	HMMPfam	PF13641	Glycosyltransferase like family 2	1	89,	344,	5.3E-18
1593923	IPR029044	Nucleotide-diphospho-sugar transferases	SUPERFAMILY	SSF53448	\N	1	71,	272,	3.04E-18
1593925	IPR004345	TB2/DP1/HVA22-related protein	HMMPfam	PF03134	TB2/DP1, HVA22 family	1	4,	98,	7.8E-24
1593981	IPR004859	Putative 5-3 exonuclease	HMMPfam	PF03159	XRN 5'-3' exonuclease N-terminus	1	8,	208,	7.3E-92
1593991	IPR008972	Cupredoxin	SUPERFAMILY	SSF49503	\N	1	33,	151,	3.34E-10
1593998	IPR024671	Autophagy-related protein 22-like	HMMPfam	PF11700	Vacuole effluxer Atg22 like	1	44,	431,	4.9E-92
1593998	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	228,	415,	6.02E-6
1594001	\N	\N	SUPERFAMILY	SSF51735	\N	1	34,	90,	9.44E-6
1594008	IPR008030	NmrA-like domain	HMMPfam	PF05368	NmrA-like family	1	6,	80,	1.3E-8
1594008	\N	\N	SUPERFAMILY	SSF51735	\N	1	1,	275,	1.46E-23
1594017	IPR001000	Glycoside hydrolase, family 10	HMMPfam	PF00331	Glycosyl hydrolase family 10	1	87,	403,	7.7E-102
1594017	IPR000254	Cellulose-binding domain, fungal	HMMPfam	PF00734	Fungal cellulose binding domain	1	25,	52,	9.6E-15
1594017	IPR001000	Glycoside hydrolase, family 10	PRINTS	PR00134	Glycosyl hydrolase family 10 signature	4	162,211,255,284,	174,222,266,296,	1.3E-15,1.3E-15,1.3E-15,1.3E-15
1594017	IPR000254	Cellulose-binding domain, fungal	ProSitePatterns	PS00562	CBM1 (carbohydrate binding type-1) domain signature.	1	28,	55,	-
1594017	\N	\N	ProSitePatterns	PS00591	Glycosyl hydrolases family 10 active site.	1	319,	329,	-
1594017	IPR000254	Cellulose-binding domain, fungal	ProSiteProfiles	PS51164	CBM1 (carbohydrate binding type-1) domain profile.	1	20,	56,	13.297
1594017	IPR000254	Cellulose-binding domain, fungal	SMART	SM00236	Fungal-type cellulose-binding domain	1	23,	56,	6.6E-16
1594017	IPR001000	Glycoside hydrolase, family 10	SMART	SM00633	Glycosyl hydrolase family 10	1	131,	405,	3.9E-109
1594017	IPR017853	Glycoside hydrolase superfamily	SUPERFAMILY	SSF51445	\N	1	89,	405,	5.45E-111
1594017	IPR000254	Cellulose-binding domain, fungal	SUPERFAMILY	SSF57180	\N	1	23,	56,	1.31E-12
1594026	IPR013149	Alcohol dehydrogenase, C-terminal	HMMPfam	PF00107	Zinc-binding dehydrogenase	1	175,	267,	5.6E-16
1594026	IPR013154	Alcohol dehydrogenase GroES-like	HMMPfam	PF08240	Alcohol dehydrogenase GroES-like domain	1	28,	94,	1.0E-11
1594026	IPR020843	Polyketide synthase, enoylreductase domain	SMART	SM00829	Enoylreductase	1	14,	342,	1.3E-11
1594026	IPR011032	GroES (chaperonin 10)-like	SUPERFAMILY	SSF50129	\N	1	3,	136,	2.28E-34
1594026	\N	\N	SUPERFAMILY	SSF51735	\N	1	116,	311,	4.37E-21
1594036	IPR000210	BTB/POZ-like	ProSiteProfiles	PS50097	BTB domain profile.	1	16,	81,	9.372
1594039	IPR000210	BTB/POZ-like	ProSiteProfiles	PS50097	BTB domain profile.	1	17,	82,	9.6
1594039	IPR011333	BTB/POZ fold	SUPERFAMILY	SSF54695	\N	1	19,	102,	2.51E-5
1594060	\N	\N	HMMPfam	PF13894	C2H2-type zinc finger	2	226,257,	249,279,	0.005,0.24
1594060	IPR007087	Zinc finger, C2H2	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	1	258,	279,	-
1594060	IPR007087	Zinc finger, C2H2	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	1	256,	282,	9.764
1594060	IPR015880	Zinc finger, C2H2-like	SMART	SM00355	zinc finger	2	225,256,	249,279,	11.0,5.2
1594063	IPR000210	BTB/POZ-like	ProSiteProfiles	PS50097	BTB domain profile.	1	17,	85,	8.545
1594087	IPR006124	Metalloenzyme	HMMPfam	PF01676	Metalloenzyme superfamily	1	7,	516,	2.9E-77
1594087	IPR011258	BPG-independent PGAM, N-terminal	HMMPfam	PF06415	BPG-independent PGAM N-terminus (iPGM_N)	1	88,	305,	9.8E-75
1594087	IPR005995	Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent	PIRSF	PIRSF001492	\N	1	1,	523,	515.0
1594087	IPR017850	Alkaline-phosphatase-like, core domain	SUPERFAMILY	SSF53649	\N	2	5,308,	81,520,	3.21E-71,3.21E-71
1594087	IPR011258	BPG-independent PGAM, N-terminal	SUPERFAMILY	SSF64158	\N	1	81,	307,	4.18E-78
1594087	IPR005995	Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent	TIGRFAM	TIGR01307	pgm_bpd_ind: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	1	7,	520,	7.6E-209
1594096	IPR002921	Fungal lipase-like domain	HMMPfam	PF01764	Lipase (class 3)	1	216,	288,	1.3E-8
1594096	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	117,	373,	2.49E-31
1594106	IPR013718	COQ9	HMMPfam	PF08511	COQ9	1	117,	194,	2.8E-10
1594107	\N	\N	SUPERFAMILY	SSF52047	\N	1	216,	479,	1.1E-6
1594111	IPR008733	Peroxisomal biogenesis factor 11	HMMPfam	PF05648	Peroxisomal biogenesis factor 11 (PEX11)	1	30,	280,	3.6E-10
1594112	IPR018607	Chromosome transmission fidelity protein 8	HMMPfam	PF09696	Ctf8	1	18,	140,	3.9E-18
1594113	IPR002893	Zinc finger, MYND-type	HMMPfam	PF01753	MYND finger	1	28,	69,	6.1E-11
1594113	IPR002893	Zinc finger, MYND-type	ProSitePatterns	PS01360	Zinc finger MYND-type signature.	1	28,	69,	-
1594113	IPR002893	Zinc finger, MYND-type	ProSiteProfiles	PS50865	Zinc finger MYND-type profile.	1	28,	69,	11.784
1594113	\N	\N	SUPERFAMILY	SSF144232	\N	1	24,	72,	2.27E-11
1594115	\N	\N	SUPERFAMILY	SSF110296	\N	2	28,436,	432,743,	3.4E-74,1.1E-38
1594120	IPR012317	Poly(ADP-ribose) polymerase, catalytic domain	HMMPfam	PF00644	Poly(ADP-ribose) polymerase catalytic domain	1	83,	207,	1.6E-12
1594120	\N	\N	SUPERFAMILY	SSF56399	\N	1	20,	236,	1.63E-25
1594122	IPR012317	Poly(ADP-ribose) polymerase, catalytic domain	HMMPfam	PF00644	Poly(ADP-ribose) polymerase catalytic domain	1	256,	460,	7.5E-11
1594122	\N	\N	SUPERFAMILY	SSF56399	\N	1	252,	462,	3.84E-25
1594133	IPR001129	Membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein	HMMPfam	PF01124	MAPEG family	1	20,	136,	1.7E-20
1594133	\N	\N	SUPERFAMILY	SSF161084	\N	1	1,	142,	4.97E-32
1594137	IPR010301	Nucleolar, Nop52	HMMPfam	PF05997	Nucleolar protein,Nop52	1	16,	237,	7.7E-66
1594149	\N	\N	SUPERFAMILY	SSF52047	\N	1	118,	252,	5.76E-8
1594157	\N	\N	HMMPfam	PF13460	NADH(P)-binding	1	6,	200,	8.1E-13
1594157	\N	\N	SUPERFAMILY	SSF51735	\N	1	4,	271,	8.89E-43
1594176	IPR003719	Phenazine biosynthesis PhzF protein	HMMPfam	PF02567	Phenazine biosynthesis-like protein	1	8,	290,	3.6E-45
1594176	IPR003719	Phenazine biosynthesis PhzF protein	PIRSF	PIRSF016184	\N	1	1,	294,	291.0
1594176	\N	\N	SUPERFAMILY	SSF54506	\N	1	1,	294,	5.76E-50
1594176	IPR003719	Phenazine biosynthesis PhzF protein	TIGRFAM	TIGR00654	PhzF_family: phenazine biosynthesis protein, PhzF family	1	1,	291,	3.9E-27
1594182	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain	HMMPfam	PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	1	218,	406,	4.7E-26
1594182	IPR015866	Serine-tRNA synthetase, type1, N-terminal	HMMPfam	PF02403	Seryl-tRNA synthetase N-terminal domain	1	70,	151,	4.2E-10
1594182	IPR002317	Serine-tRNA ligase, type1	PIRSF	PIRSF001529	\N	1	45,	505,	422.0
1594182	IPR002317	Serine-tRNA ligase, type1	PRINTS	PR00981	Seryl-tRNA synthetase signature	5	328,340,380,397,415,	340,353,393,413,431,	9.8E-24,9.8E-24,9.8E-24,9.8E-24,9.8E-24
1594182	IPR006195	Aminoacyl-tRNA synthetase, class II	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	1	183,	494,	20.398
1594182	IPR010978	tRNA-binding arm	SUPERFAMILY	SSF46589	\N	1	47,	158,	1.99E-12
1594182	\N	\N	SUPERFAMILY	SSF55681	\N	1	178,	497,	4.07E-69
1594182	IPR002317	Serine-tRNA ligase, type1	TIGRFAM	TIGR00414	serS: serine--tRNA ligase	1	62,	495,	4.5E-103
1594191	IPR003210	Signal recognition particle, SRP14 subunit	HMMPfam	PF02290	Signal recognition particle 14kD protein	1	5,	93,	2.3E-20
1594191	IPR009018	Signal recognition particle, SRP9/SRP14 subunit	SUPERFAMILY	SSF54762	\N	1	1,	96,	1.18E-21
1594194	IPR002938	Monooxygenase, FAD-binding	HMMPfam	PF01494	FAD binding domain	1	18,	380,	5.2E-21
1594194	IPR003042	Aromatic-ring hydroxylase-like	PRINTS	PR00420	Aromatic-ring hydroxylase (flavoprotein monooxygenase) signature	5	19,167,316,331,368,	41,182,331,347,384,	2.2E-19,2.2E-19,2.2E-19,2.2E-19,2.2E-19
1594194	\N	\N	SUPERFAMILY	SSF51905	\N	2	18,303,	188,393,	5.55E-47,5.55E-47
1594194	\N	\N	SUPERFAMILY	SSF54373	\N	1	199,	303,	4.32E-5
1594195	\N	\N	SUPERFAMILY	SSF52047	\N	2	92,242,	158,292,	6.47E-6,6.47E-6
1594197	IPR002018	Carboxylesterase, type B	HMMPfam	PF00135	Carboxylesterase family	1	19,	521,	3.1E-92
1594197	IPR019826	Carboxylesterase type B, active site	ProSitePatterns	PS00122	Carboxylesterases type-B serine active site.	1	222,	237,	-
1594197	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	31,	541,	1.8E-99
1594205	IPR019587	Polyketide cyclase/dehydrase	HMMPfam	PF10604	Polyketide cyclase / dehydrase and lipid transport	1	34,	69,	6.1E-6
1594205	\N	\N	SUPERFAMILY	SSF55961	\N	1	36,	208,	1.49E-10
1594209	IPR002938	Monooxygenase, FAD-binding	HMMPfam	PF01494	FAD binding domain	2	16,314,	187,385,	3.8E-9,1.6E-12
1594209	IPR003042	Aromatic-ring hydroxylase-like	PRINTS	PR00420	Aromatic-ring hydroxylase (flavoprotein monooxygenase) signature	5	17,170,319,334,371,	39,185,334,350,387,	4.9E-22,4.9E-22,4.9E-22,4.9E-22,4.9E-22
1594209	\N	\N	SUPERFAMILY	SSF51905	\N	2	16,306,	191,418,	4.0E-54,4.0E-54
1594209	\N	\N	SUPERFAMILY	SSF54373	\N	1	199,	307,	1.14E-7
1594214	IPR001461	Aspartic peptidase	HMMPfam	PF00026	Eukaryotic aspartyl protease	1	109,	416,	2.0E-76
1594214	IPR001461	Aspartic peptidase	PRINTS	PR00792	Pepsin (A1) aspartic protease family signature	4	115,255,303,391,	135,268,314,406,	2.7E-21,2.7E-21,2.7E-21,2.7E-21
1594214	IPR001969	Aspartic peptidase, active site	ProSitePatterns	PS00141	Eukaryotic and viral aspartyl proteases active site.	1	124,	135,	-
1594214	IPR021109	Aspartic peptidase domain	SUPERFAMILY	SSF50630	\N	1	95,	417,	1.75E-86
1594217	IPR019791	Haem peroxidase, animal	HMMPfam	PF03098	Animal haem peroxidase	2	157,243,	240,630,	9.0E-9,2.5E-62
1594217	IPR019791	Haem peroxidase, animal	PRINTS	PR00457	Animal haem peroxidase signature	3	222,339,542,	237,365,562,	2.0E-10,2.0E-10,2.0E-10
1594217	IPR019791	Haem peroxidase, animal	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	1	148,	678,	37.754
1594217	IPR010255	Haem peroxidase	SUPERFAMILY	SSF48113	\N	2	95,458,	421,613,	9.06E-92,9.06E-92
1594217	IPR001128	Cytochrome P450	SUPERFAMILY	SSF48264	\N	2	720,942,	914,1020,	6.02E-7,6.02E-7
1594219	IPR001452	SH3 domain	HMMPfam	PF00018	SH3 domain	1	448,	495,	6.3E-16
1594219	IPR004148	BAR domain	HMMPfam	PF03114	BAR domain	1	4,	235,	1.0E-37
1594219	IPR001452	SH3 domain	PRINTS	PR00452	SH3 domain signature	4	445,459,476,489,	455,474,485,501,	8.103804E-9,8.103804E-9,8.103804E-9,8.103804E-9
1594219	IPR001452	SH3 domain	ProSiteProfiles	PS50002	Src homology 3 (SH3) domain profile.	1	442,	503,	17.363
1594219	IPR004148	BAR domain	ProSiteProfiles	PS51021	BAR domain profile.	1	14,	252,	21.478
1594219	IPR001452	SH3 domain	SMART	SM00326	Src homology 3 domains	1	445,	502,	1.5E-21
1594219	IPR004148	BAR domain	SMART	SM00721	\N	1	1,	237,	3.9E-27
1594219	\N	\N	SUPERFAMILY	SSF103657	\N	1	8,	235,	4.36E-44
1594219	IPR001452	SH3 domain	SUPERFAMILY	SSF50044	\N	1	432,	523,	2.1E-22
1594236	IPR002893	Zinc finger, MYND-type	HMMPfam	PF01753	MYND finger	1	288,	335,	1.6E-7
1594236	IPR002893	Zinc finger, MYND-type	ProSiteProfiles	PS50865	Zinc finger MYND-type profile.	1	288,	335,	9.935
1594236	\N	\N	SUPERFAMILY	SSF144232	\N	1	284,	337,	2.09E-7
1594257	IPR003395	RecF/RecN/SMC, N-terminal	HMMPfam	PF02463	RecF/RecN/SMC N terminal domain	2	325,1162,	999,1554,	6.1E-37,4.1E-37
1594257	IPR010935	SMCs flexible hinge	HMMPfam	PF06470	SMC proteins Flexible Hinge Domain	1	855,	968,	2.6E-27
1594257	IPR010935	SMCs flexible hinge	SMART	SM00968	SMC proteins Flexible Hinge Domain	1	855,	968,	4.0E-34
1594257	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	2	324,1448,	494,1552,	1.77E-42,1.77E-42
1594257	IPR010935	SMCs flexible hinge	SUPERFAMILY	SSF75553	\N	1	815,	1009,	5.89E-49
1594271	IPR009571	Actin cortical patch SUR7/pH-response regulator PalI	HMMPfam	PF06687	SUR7/PalI family	1	8,	188,	9.9E-22
1594274	IPR001680	WD40 repeat	HMMPfam	PF00400	WD domain, G-beta repeat	7	187,251,293,332,366,420,489,	223,276,320,359,403,438,527,	5.0E-6,1.5E-4,3.8E-6,0.0052,1.4E-10,0.011,7.2E-7
1594274	IPR006594	LIS1 homology motif	HMMPfam	PF08513	LisH	1	12,	37,	5.0E-5
1594274	IPR020472	G-protein beta WD-40 repeat	PRINTS	PR00320	G protein beta WD-40 repeat signature	3	210,307,390,	224,321,404,	4.8E-6,4.8E-6,4.8E-6
1594274	IPR019775	WD40 repeat, conserved site	ProSitePatterns	PS00678	Trp-Asp (WD) repeats signature.	3	210,307,390,	224,321,404,	-,-,-
1594274	IPR001680	WD40 repeat	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	4	190,288,371,495,	232,329,412,536,	12.179,11.01,12.747,13.048
1594274	IPR017986	WD40-repeat-containing domain	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	1	190,	536,	37.465
1594274	IPR006594	LIS1 homology motif	ProSiteProfiles	PS50896	LIS1 homology (LisH) motif profile.	1	10,	42,	8.953
1594274	IPR001680	WD40 repeat	SMART	SM00320	WD40 repeats	7	183,235,280,322,364,416,488,	223,278,320,361,403,485,527,	3.7E-6,0.0025,5.4E-7,0.1,1.8E-9,5.2,1.0E-7
1594274	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	2	184,238,	226,540,	3.85E-6,1.5E-60
1594280	IPR000640	Translation elongation factor EFG, V domain	HMMPfam	PF00679	Elongation factor G C-terminus	1	426,	505,	1.0E-20
1594280	IPR004161	Translation elongation factor EFTu/EF1A, domain 2	HMMPfam	PF03144	Elongation factor Tu domain 2	1	116,	191,	2.0E-12
1594280	IPR005517	Translation elongation factor EFG/EF2, domain IV	HMMPfam	PF03764	Elongation factor G, domain IV	1	312,	422,	6.3E-35
1594280	IPR009022	Elongation factor G, III-V domain	HMMPfam	PF14492	Elongation Factor G, domain II	1	220,	270,	4.2E-7
1594280	IPR000640	Translation elongation factor EFG, V domain	SMART	SM00838	Elongation factor G C-terminus	1	425,	509,	3.2E-18
1594280	IPR005517	Translation elongation factor EFG/EF2, domain IV	SMART	SM00889	Elongation factor G, domain IV	1	307,	423,	3.0E-24
1594280	IPR009000	Translation protein, beta-barrel domain	SUPERFAMILY	SSF50447	\N	1	105,	197,	1.19E-29
1594280	IPR020568	Ribosomal protein S5 domain 2-type fold	SUPERFAMILY	SSF54211	\N	1	282,	427,	4.55E-52
1594280	IPR009022	Elongation factor G, III-V domain	SUPERFAMILY	SSF54980	\N	2	221,428,	280,542,	1.91E-13,3.36E-28
1594285	IPR003333	Mycolic acid cyclopropane synthase	HMMPfam	PF02353	Mycolic acid cyclopropane synthetase	1	157,	408,	2.5E-43
1594285	IPR003333	Mycolic acid cyclopropane synthase	PIRSF	PIRSF003085	\N	1	39,	467,	399.0
1594285	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SUPERFAMILY	SSF53335	\N	1	39,	402,	3.8E-47
1594300	IPR009038	GOLD	HMMPfam	PF01105	emp24/gp25L/p24 family/GOLD	1	28,	208,	4.3E-41
1594300	IPR009038	GOLD	ProSiteProfiles	PS50866	GOLD domain profile.	1	38,	121,	20.72
1594300	IPR009038	GOLD	SUPERFAMILY	SSF101576	\N	1	37,	129,	1.11E-16
